,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy
312,Roger Lewis\LewiRo03,NYG,WR,23,13,1,0,0,0,0,0,0,0,,0,19,7,97,13.86,2,0,0,2,,,22,28.7,28.7,25.2,,128,
313,Marquess Wilson\WilsMa02,CHI,WR,24,3,1,0,0,0,0,0,0,0,,0,16,9,160,17.78,1,0,0,1,,,22,31.0,34.0,26.5,,127,
314,Harry Douglas\DougHa00,TEN,WR,32,11,2,0,0,0,0,0,0,0,,0,22,15,210,14.00,0,0,0,0,,,21,36.0,39.0,28.5,,130,
315,Lance Dunbar\DunbLa00,DAL,RB,26,13,0,0,0,0,0,0,9,31,3.44,1,24,16,122,7.63,0,1,0,1,,,21,37.3,40.3,29.3,,92,
316,Darren Fells\FellDa01,ARI,TE,30,14,7,0,0,0,0,0,0,0,,0,18,14,154,11.00,1,0,0,1,,,21,35.4,38.4,28.4,,50,
317,Josh Hill\HillJo02,NOR,TE,26,9,8,0,0,0,0,0,0,0,,0,22,15,149,9.93,1,0,0,1,,,21,35.9,38.9,28.4,,52,
318,Vincent Jackson\JackVi00,TAM,WR,33,5,5,0,0,0,0,0,0,0,,0,32,15,173,11.53,0,0,0,0,,,21,32.3,35.3,24.8,,129,
319,Andre Johnson\JohnAn02,TEN,WR,35,8,4,0,0,0,0,0,0,0,,0,22,9,85,9.44,2,0,0,2,,,21,29.5,29.5,25.0,,131,
320,Austin Seferian-Jenkins\SefeAu00,2TM,TE,24,9,2,0,0,0,0,0,0,0,,0,20,13,154,11.85,1,0,0,1,,,21,34.4,37.4,27.9,,51,
321,Darren Waller\WallDa01,BAL,TE,24,12,3,0,0,0,0,0,0,0,,0,17,10,85,8.50,2,0,0,2,,,21,30.5,30.5,25.5,,53,
322,Danny Woodhead\WoodDa02,SDG,RB,31,2,1,0,0,0,0,0,19,116,6.11,0,8,6,35,5.83,1,0,0,1,,,21,27.1,30.1,24.1,,93,
323,Cody Core\CoreCo00,CIN,WR,22,8,4,0,0,0,0,0,0,0,,0,27,17,200,11.76,0,0,0,0,,,20,37.0,40.0,28.5,,133,
324,Anthony Fasano\FasaAn00,TEN,TE,32,16,10,0,0,0,0,0,0,0,,0,13,8,83,10.38,2,0,0,2,,,20,28.3,28.3,24.3,,54,
325,Jonathan Grimes\GrimJo01,HOU,RB,27,10,0,0,0,0,0,0,23,105,4.57,0,18,13,94,7.23,0,0,0,0,,,20,32.9,35.9,26.4,,94,
326,Demetrius Harris\HarrDe03,KAN,TE,25,16,11,0,0,0,0,0,0,0,,0,31,17,123,7.24,1,1,0,2,1,,20,37.3,46.3,34.8,,55,
327,Freddie Martino\MartFr00,TAM,WR,25,13,0,0,0,0,0,0,0,0,,0,11,8,142,17.75,1,0,0,1,,,20,28.2,31.2,24.2,,132,
328,Bobby Rainey\RainBo00,NYG,RB,29,15,0,0,0,0,0,0,17,63,3.71,0,25,20,153,7.65,0,1,1,0,,,20,39.6,43.6,29.6,,95,
329,Kevin White\WhitKe00,CHI,WR,24,4,4,0,0,0,0,0,1,9,9.00,0,36,19,187,9.84,0,0,0,0,,,20,38.6,41.6,29.1,,134,
330,Benny Cunningham\CunnBe01,LAR,RB,26,11,0,0,0,0,0,0,21,101,4.81,0,21,16,91,5.69,0,1,0,0,,,19,35.2,38.2,27.2,,96,
331,Ed Dickson\DickEd00,CAR,TE,29,16,8,0,0,0,0,0,0,0,,0,19,10,134,13.40,1,0,0,1,,,19,29.4,32.4,24.4,,56,
332,Josh Huff\HuffJo00,2TM,WR,25,10,2,0,1,0,0,0,4,15,3.75,0,23,16,113,7.06,1,0,0,2,,,19,40.8,43.8,32.8,,135,
333,Charone Peake\PeakCh00,NYJ,WR,24,15,1,0,0,0,0,0,0,0,,0,35,19,186,9.79,0,0,0,1,,,19,37.6,46.6,34.1,,136,
334,Jerell Adams\AdamJe01,NYG,TE,24,13,2,0,0,0,0,0,0,0,,0,21,16,122,7.63,1,1,0,1,,,18,34.2,37.2,26.2,,57,
335,Arrelious Benn\BennAr00,JAX,WR,28,15,0,0,0,0,0,0,0,0,,0,10,5,116,23.20,1,0,0,1,,,18,22.6,25.6,20.1,,138,
336,Daniel Brown\BrowDa04,2TM,WR,24,8,3,0,0,0,0,0,0,0,,0,20,16,124,7.75,1,0,0,1,,,18,34.4,37.4,26.4,,137,
337,Ka'Deem Carey\CareKa00,CHI,RB,24,12,0,0,0,0,0,0,32,126,3.94,0,7,5,55,11.00,0,0,0,0,,,18,23.1,26.1,20.6,,97,
338,Andre Ellington\ElliAn00,ARI,RB,27,16,0,0,0,0,0,0,34,96,2.82,0,19,12,85,7.08,0,0,0,0,,,18,30.1,30.1,24.1,,98,
339,Tom Savage\SavaTo00,HOU,QB,26,3,2,46,73,461,0,0,6,12,2.00,0,0,0,0,,0,1,1,0,,,18,17.6,21.6,17.6,,46,
340,Derek Anderson\AndeDe00,CAR,QB,33,5,2,36,53,453,2,5,1,4,4.00,0,0,0,0,,0,1,1,0,,1,17,16.5,25.5,21.5,,48,
341,Reggie Bush\BushRe00,BUF,RB,31,13,0,0,0,0,0,0,12,-3,-0.25,1,10,7,90,12.86,0,1,0,1,1,,17,23.7,23.7,20.2,,99,
342,MarQueis Gray\GrayMa00,MIA,TE,27,16,7,0,0,0,0,0,0,0,,0,17,14,174,12.43,0,0,0,0,,,17,31.4,34.4,24.4,,58,
343,Kevin Hogan\HogaKe00,CLE,QB,24,4,0,14,26,104,0,2,8,105,13.13,1,0,0,0,,0,0,0,1,,,17,16.7,21.7,18.7,,47,
344,Denard Robinson\RobiDe00,JAX,RB,26,13,1,0,0,0,0,0,41,144,3.51,0,5,3,22,7.33,0,0,0,0,,,17,19.6,22.6,18.1,,100,
345,Brandon Tate\TateBr00,BUF,WR,29,15,1,0,0,0,0,0,3,48,16.00,0,12,8,117,14.63,0,0,0,0,,,17,24.5,27.5,20.5,,139,
346,Matt Cassel\CassMa00,TEN,QB,34,4,1,30,51,284,2,2,4,3,0.75,0,0,0,0,,0,1,0,0,,,16,15.7,17.7,17.7,,49,
347,Brent Celek\CeleBr00,PHI,TE,31,16,8,0,0,0,0,0,0,0,,0,19,14,155,11.07,0,1,0,0,,,16,29.5,32.5,22.5,,59,
348,Josh Ferguson\FergJo02,IND,RB,23,16,0,0,0,0,0,0,15,20,1.33,0,26,20,136,6.80,0,1,0,0,,,16,35.6,38.6,25.6,,102,
349,Chris Johnson\JohnCh04,ARI,RB,31,4,0,0,0,0,0,0,25,95,3.80,1,1,0,0,,0,0,0,1,,,16,15.5,15.5,15.5,,103,
350,Braxton Miller\MillBr03,HOU,WR,24,10,6,0,0,0,0,0,3,0,0.00,0,28,15,99,6.60,1,0,0,1,,,16,30.9,30.9,23.4,,140,
351,Terron Ward\WardTe00,ATL,RB,24,5,0,0,0,0,0,0,31,151,4.87,0,2,1,11,11.00,0,0,0,0,,,16,17.2,20.2,16.7,,101,
352,Stephen Anderson\AndeSt01,HOU,TE,23,13,0,0,0,0,0,0,0,0,,0,16,11,93,8.45,1,0,0,1,,,15,26.3,26.3,20.8,,60,
353,Tyler Higbee\HigbTy00,LAR,WR,23,16,7,0,0,0,0,0,0,0,,0,29,11,85,7.73,1,0,0,1,,,15,25.5,25.5,20.0,,143,
354,Greg Salas\SalaGr00,BUF,WR,28,2,1,0,0,0,0,0,0,0,,0,6,4,89,22.25,1,0,0,1,,,15,18.9,18.9,16.9,,142,
355,Cecil Shorts\ShorCe00,TAM,WR,29,9,5,0,0,0,0,0,0,0,,0,27,11,152,13.82,0,0,0,0,,,15,26.2,29.2,20.7,,141,
356,Mack Brown\BrowMa02,WAS,RB,25,9,0,0,0,0,0,0,8,82,10.25,1,1,1,-2,-2.00,0,0,0,1,,,14,15.0,15.0,14.5,,105,
357,A.J. Derby\DerbA.00,2TM,TE,25,10,3,0,0,0,0,0,0,0,,0,20,16,160,10.00,0,1,1,0,,,14,30.0,34.0,22.0,,62,
358,Jeff Heuerman\HeueJe00,DEN,TE,24,12,2,0,0,0,0,0,0,0,,0,17,9,141,15.67,0,0,0,0,,,14,23.1,26.1,18.6,,61,
359,Akeem Hunt\HuntAk01,HOU,RB,23,8,0,0,0,0,0,0,20,109,5.45,0,4,3,29,9.67,0,2,0,0,,,14,16.8,19.8,15.3,,106,
360,Andy Janovich\JanoAn00,DEN,RB,23,11,5,0,0,0,0,0,4,33,8.25,1,7,5,44,8.80,0,0,0,1,,,14,18.7,18.7,16.2,,107,
361,Brandon Myers\MyerBr00,TAM,TE,31,16,9,0,0,0,0,0,0,0,,0,14,7,59,8.43,1,0,0,1,1,,14,20.9,20.9,17.4,,63,
362,Walt Powell\PoweWa00,BUF,RB,25,9,2,0,0,0,0,0,0,0,,0,25,14,142,10.14,0,0,0,0,,,14,28.2,31.2,21.2,,104,
363,Larry Donnell\DonnLa00,NYG,TE,28,14,6,0,0,0,0,0,0,0,,0,22,15,92,6.13,1,1,1,1,,,13,28.2,29.2,20.7,,65,
364,Arian Foster\FostAr00,MIA,RB,30,4,2,0,0,0,0,0,22,55,2.50,0,10,6,78,13.00,0,1,0,0,,,13,19.3,19.3,16.3,,108,
365,Crockett Gillmore\GillCr00,BAL,TE,25,7,5,0,0,0,0,0,0,0,,0,14,8,71,8.88,1,0,0,1,,,13,21.1,21.1,17.1,,67,
366,Chris Harper\HarpCh01,SFO,WR,23,9,2,0,0,0,0,0,0,0,,0,21,13,133,10.23,0,0,0,0,,,13,26.3,29.3,19.8,,144,
367,Nick O'Leary\OLeaNi00,BUF,TE,24,16,7,0,0,0,0,0,0,0,,0,14,9,114,12.67,0,0,0,0,1,,13,22.4,25.4,17.9,,64,
368,John Phillips\PhilJo00,2TM,TE,29,16,7,0,0,0,0,0,0,0,,0,15,10,72,7.20,1,0,0,1,,,13,23.2,23.2,18.2,,66,
369,C.J. Spiller\SpilC.00,2TM,RB,29,6,0,0,0,0,0,0,6,18,3.00,0,13,6,50,8.33,1,1,0,1,,,13,18.8,18.8,15.8,,109,
370,Jaelen Strong\StroJa01,HOU,WR,22,8,2,0,0,0,0,0,0,0,,0,24,14,131,9.36,0,0,0,0,,,13,27.1,30.1,20.1,,146,
371,Paul Turner\TurnPa01,PHI,WR,23,4,2,0,0,0,0,0,0,0,,0,14,9,126,14.00,0,0,0,0,,,13,21.6,24.6,17.1,,148,
372,Markus Wheaton\WheaMa00,PIT,WR,25,3,2,0,0,0,0,0,0,0,,0,9,4,51,12.75,1,0,0,1,1,,13,17.1,17.1,15.1,,145,
373,Jarius Wright\WrigJa02,MIN,WR,27,8,1,0,0,0,0,0,0,0,,0,14,11,67,6.09,1,0,0,1,,,13,23.7,23.7,18.2,,147,
374,Jordan Cameron\CameJo00,MIA,TE,28,3,3,0,0,0,0,0,0,0,,0,11,8,60,7.50,1,0,0,1,,,12,20.0,20.0,16.0,,69,
375,Mike Davis\DaviMi01,SFO,RB,23,8,1,0,0,0,0,0,19,50,2.63,1,5,3,25,8.33,0,1,1,1,,,12,14.5,15.5,13.0,,110,
376,Rhett Ellison\ElliRh00,MIN,TE,28,15,6,0,0,0,0,0,1,1,1.00,1,14,9,57,6.33,0,0,0,1,,,12,20.8,20.8,16.3,,70,
377,Brittan Golden\GoldBr00,ARI,WR,28,12,1,0,0,0,0,0,0,0,,0,14,8,82,10.25,1,1,1,1,,,12,20.2,21.2,16.2,,149,
378,Dominique Jones\JoneDo01,MIA,TE,29,9,2,0,0,0,0,0,0,0,,0,10,7,61,8.71,1,0,0,1,,,12,19.1,19.1,15.6,,68,
379,Jamaal Charles\CharJa00,KAN,RB,30,3,0,0,0,0,0,0,12,40,3.33,1,3,2,14,7.00,0,0,0,1,,,11,13.4,13.4,12.4,,112,
380,Patrick DiMarco\DiMaPa00,ATL,RB,27,16,8,0,0,0,0,0,0,0,,0,10,7,52,7.43,1,0,0,1,,,11,18.2,18.2,14.7,,113,
381,T.J. Jones\JoneT.00,DET,WR,24,3,0,0,0,0,0,0,0,0,,0,14,5,93,18.60,0,0,0,0,,,11,14.3,14.3,11.8,,150,
382,Neal Sterling\SterNe00,JAX,TE,24,10,1,0,0,0,0,0,0,0,,0,16,12,110,9.17,0,0,0,0,,,11,23.0,26.0,17.0,,71,
383,Charlie Whitehurst\WhitCh02,CLE,QB,34,1,0,14,24,182,1,1,2,1,0.50,0,0,0,0,,0,0,0,0,,,11,9.4,10.4,10.4,,50,
384,Lucky Whitehead\WhitLu00,DAL,WR,24,15,1,0,0,0,0,0,10,82,8.20,0,3,3,48,16.00,0,3,1,0,,,11,14.0,15.0,12.5,,151,
385,Jonathan Williams\WillJo07,BUF,RB,22,11,0,0,1,0,0,0,27,94,3.48,1,2,1,0,0.00,0,2,2,1,,,11,12.4,14.4,11.9,,111,
386,Demarcus Ayers\AyerDe00,PIT,WR,22,2,1,0,0,0,0,0,2,-12,-6.00,0,13,6,53,8.83,1,0,0,1,,,10,16.1,16.1,13.1,,152,
387,Alan Cross\CrosAl00,TAM,TE,23,14,0,0,0,0,0,0,0,0,,0,10,6,38,6.33,1,0,0,1,,,10,15.8,15.8,12.8,,73,
388,Shaun Hill\HillSh00,MIN,QB,36,3,1,19,35,242,0,0,5,5,1.00,0,0,0,0,,0,0,0,0,,,10,10.2,10.2,10.2,,51,
389,David Johnson\JohnDa05,PIT,WR,29,16,5,0,0,0,0,0,0,0,,0,11,7,80,11.43,0,0,0,0,1,,10,17.0,17.0,13.5,,153,
390,Darren McFadden\McFaDa00,DAL,RB,29,3,2,0,0,0,0,0,24,87,3.63,0,5,3,17,5.67,0,0,0,0,,,10,13.4,13.4,11.9,,115,
391,Joshua Perkins\PerkJo02,ATL,TE,23,8,1,0,0,0,0,0,0,0,,0,5,3,42,14.00,1,0,0,1,,,10,13.2,13.2,11.7,,72,
392,Jeremy Ross\RossJe01,2TM,WR,28,6,1,0,0,0,0,0,0,0,,0,4,4,37,9.25,1,0,0,1,,,10,13.7,13.7,11.7,,155,
393,Antone Smith\SmitAn01,TAM,RB,31,3,0,0,0,0,0,0,10,47,4.70,0,9,6,77,12.83,0,2,1,0,,,10,16.4,17.4,13.4,,114,
394,James Wright\WrigJa03,CIN,WR,25,13,2,0,0,0,0,0,2,-6,-3.00,0,19,13,106,8.15,0,0,0,0,,,10,23.0,26.0,16.5,,154,
395,George Atkinson\AtkiGe01,CLE,RB,24,16,0,0,0,0,0,0,7,34,4.86,1,0,0,0,,0,1,0,1,,,9,9.4,9.4,9.4,,116,
396,Blake Bell\BellBl00,SFO,TE,25,13,0,0,0,0,0,0,0,0,,0,9,4,85,21.25,0,0,0,0,,,9,12.5,12.5,10.5,,75,
397,Leonte Carroo\CarrLe00,MIA,WR,22,14,2,0,0,0,0,0,0,0,,0,6,3,29,9.67,1,0,0,1,,,9,11.9,11.9,10.4,,157,
398,Pharoh Cooper\CoopPh00,LAR,WR,21,10,3,0,1,0,0,1,0,0,,0,20,14,106,7.57,0,0,0,0,,,9,22.6,26.6,16.6,,160,
399,Gavin Escobar\EscoGa00,DAL,TE,25,16,1,0,0,0,0,0,0,0,,0,7,4,30,7.50,1,0,0,1,,,9,13.0,13.0,11.0,,74,
400,Mike Glennon\GlenMi00,TAM,QB,27,2,0,10,11,75,1,0,0,0,,0,0,0,0,,0,0,0,0,,1,9,9.0,9.0,9.0,,53,
401,Tyler Kroft\KrofTy00,CIN,WR,24,14,11,0,0,0,0,0,0,0,,0,12,10,92,9.20,0,0,0,0,,,9,19.2,19.2,14.2,,156,
402,Tommylee Lewis\LewiTo00,NOR,WR,24,12,1,0,0,0,0,0,3,11,3.67,0,11,7,76,10.86,0,2,0,0,,,9,15.7,15.7,12.2,,158,
403,Marcel Reece\ReecMa00,SEA,RB,31,4,0,0,0,0,0,0,2,0,0.00,0,5,5,73,14.60,0,0,0,0,1,,9,14.3,14.3,11.8,,118,
404,Drew Stanton\StanDr00,ARI,QB,32,5,1,19,48,192,2,3,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,9,9.4,12.4,12.4,,52,
405,Juwan Thompson\ThomJu01,DEN,RB,24,8,1,0,0,0,0,0,8,26,3.25,1,1,0,0,,0,0,0,1,,,9,8.6,8.6,8.6,,122,
406,Scott Tolzien\TolzSc00,IND,QB,29,3,1,23,37,216,1,2,6,3,0.50,0,0,0,0,,0,1,0,0,,,9,8.9,10.9,10.9,,54,
407,Fitzgerald Toussaint\TousFi00,PIT,RB,26,16,0,0,0,0,0,0,14,58,4.14,0,3,3,33,11.00,0,0,0,0,,,9,12.1,12.1,10.6,,119,
408,Bryce Treggs\TregBr00,PHI,WR,22,9,1,0,0,0,0,0,2,7,3.50,0,12,3,80,26.67,0,0,0,0,,,9,11.7,11.7,10.2,,159,
409,Terrell Watson\WatsTe00,PHI,RB,23,1,0,0,0,0,0,0,9,28,3.11,1,1,1,5,5.00,0,0,0,1,,,9,10.3,10.3,9.8,,117,
410,Derek Watt\WattDe00,SDG,RB,24,16,2,0,0,0,0,0,2,4,2.00,0,4,4,83,20.75,0,0,0,0,,,9,12.7,12.7,10.7,,120,
411,Andre Williams\WillAn00,SDG,RB,24,1,0,0,0,0,0,0,18,87,4.83,0,2,0,0,,0,0,0,0,,,9,8.7,8.7,8.7,,121,
412,Trevone Boykin\BoykTr00,SEA,QB,23,5,0,13,18,145,1,1,8,1,0.13,0,0,0,0,,0,1,0,0,,,8,7.9,8.9,8.9,,57,
413,Connor Cook\CookCo00,OAK,QB,23,1,0,14,21,150,1,1,0,0,,0,0,0,0,,0,2,1,0,,,8,6.0,8.0,7.0,,55,
414,Ryan Grant\GranRy01,WAS,WR,26,16,1,0,0,0,0,0,0,0,,0,19,9,76,8.44,0,0,0,0,,,8,16.6,16.6,12.1,,163,
415,Connor Hamlett\HamlCo01,CLE,TE,24,3,2,0,0,0,0,0,0,0,,0,1,1,17,17.00,1,0,0,1,,,8,8.7,8.7,8.2,,77,
416,Rashard Higgins\HiggRa00,CLE,WR,22,16,0,0,0,0,0,0,0,0,,0,12,6,77,12.83,0,0,0,0,,,8,13.7,13.7,10.7,,161,
417,Cody Latimer\LatiCo00,DEN,WR,24,12,1,0,0,0,0,0,0,0,,0,15,8,76,9.50,0,0,0,0,,,8,15.6,15.6,11.6,,162,
418,Matt Lengel\LengMa00,NWE,TE,26,6,0,0,0,0,0,0,0,0,,0,3,2,22,11.00,1,0,0,1,,,8,10.2,10.2,9.2,,76,
419,Geno Smith\SmitGe00,NYJ,QB,26,2,1,8,14,126,1,1,2,9,4.50,0,0,0,0,,0,1,0,0,,,8,7.9,8.9,8.9,,56,
420,Wendall Williams\WillWe00,HOU,WR,26,3,0,0,0,0,0,0,0,0,,0,7,4,75,18.75,0,0,0,0,,,8,11.5,11.5,9.5,,164,
421,Malcolm Brown\BrowMa03,LAR,RB,23,16,0,0,0,0,0,0,18,39,2.17,0,3,3,46,15.33,0,1,1,0,,,7,9.5,10.5,8.0,,125,
422,Aaron Burbridge\BurbAa00,SFO,WR,23,16,3,0,0,0,0,0,0,0,,0,16,7,88,12.57,0,1,1,0,,,7,13.8,14.8,10.3,,168,
423,Michael Campanaro\CampMi02,BAL,WR,25,3,0,0,0,0,0,0,3,72,24.00,0,1,0,0,,0,0,0,0,,,7,7.2,7.2,7.2,,165,
424,Josh Doctson\DoctJo00,WAS,WR,24,2,0,0,0,0,0,0,0,0,,0,6,2,66,33.00,0,0,0,0,,,7,8.6,8.6,7.6,,169,
425,Alex Erickson\EricAl01,CIN,WR,24,16,0,0,0,0,0,0,0,0,,0,8,6,71,11.83,0,3,0,0,,,7,13.1,13.1,10.1,,166,
426,Jerome Felton\FeltJe00,BUF,RB,30,15,4,0,0,0,0,0,8,13,1.63,0,9,6,57,9.50,0,0,0,0,,,7,13.0,13.0,10.0,,124,
427,Maurice Harris\HarrMa05,WAS,WR,24,10,0,0,0,0,0,0,0,0,,0,12,8,66,8.25,0,1,0,0,,,7,14.6,14.6,10.6,,170,
428,EJ Manuel\ManuEJ00,BUF,QB,26,6,1,11,26,131,0,0,8,22,2.75,0,0,0,0,,0,2,1,0,,1,7,7.4,8.4,7.4,,58,
429,Byron Marshall\MarsBy01,PHI,RB,22,3,0,0,0,0,0,0,19,64,3.37,0,5,3,10,3.33,0,0,0,0,,,7,10.4,10.4,8.9,,123,
430,Chris Moore\MoorCh00,BAL,WR,23,15,0,0,0,0,0,0,3,19,6.33,0,16,7,46,6.57,0,1,0,1,,,7,13.5,19.5,16.0,,171,
431,Keith Mumphery\MumpKe00,HOU,WR,24,11,3,0,0,0,0,0,0,0,,0,12,10,69,6.90,0,0,0,0,,,7,16.9,16.9,11.9,,167,
432,Geoff Swaim\SwaiGe00,DAL,TE,23,9,6,0,0,0,0,0,0,0,,0,8,6,69,11.50,0,0,0,0,,,7,12.9,12.9,9.9,,78,
433,Keenan Allen\AlleKe00,SDG,WR,24,1,1,0,0,0,0,0,0,0,,0,7,6,63,10.50,0,0,0,0,,,6,12.3,12.3,9.3,,174,
434,Jace Amaro\AmarJa00,TEN,TE,24,3,0,0,0,0,0,0,0,0,,0,4,3,59,19.67,0,0,0,0,,,6,8.9,8.9,7.4,,82,
435,Brandon Bostick\BostBr00,NYJ,TE,27,16,7,0,0,0,0,0,0,0,,0,11,8,63,7.88,0,0,0,0,,,6,14.3,14.3,10.3,,79,
436,Trevor Davis\DaviTr03,GNB,WR,23,11,0,0,0,0,0,0,0,0,,0,7,3,24,8.00,1,2,1,1,,,6,9.4,10.4,7.9,,173,
437,Johnny Holton\HoltJo00,OAK,WR,25,15,0,0,0,0,0,0,6,43,7.17,0,3,2,34,17.00,0,1,1,0,,,6,7.7,8.7,6.7,,176,
438,Adrian Peterson\PeteAd01,MIN,RB,31,3,3,0,0,0,0,0,37,72,1.95,0,6,3,8,2.67,0,1,1,0,,,6,9.0,10.0,7.5,,126,
439,Phillip Supernaw\SupePh00,TEN,TE,26,15,2,0,0,0,0,0,0,0,,0,5,4,62,15.50,0,0,0,0,,,6,10.2,10.2,8.2,,80,
440,De'Anthony Thomas\ThomDe05,KAN,WR,23,12,0,0,0,0,0,0,4,29,7.25,0,9,7,35,5.00,0,0,0,0,,,6,13.4,13.4,9.9,,172,
441,D.J. Tialavea\TialD.00,ATL,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,0,0,1,,,6,7.1,7.1,6.6,,81,
442,Jordan Todman\TodmJo00,IND,RB,26,16,0,0,0,0,0,0,9,59,6.56,0,1,0,0,,0,0,0,1,,,6,11.9,11.9,11.9,,127,
443,Nick Williams\WillNi02,ATL,WR,26,2,0,0,0,0,0,0,0,0,,0,7,5,59,11.80,0,0,0,0,,,6,10.9,10.9,8.4,,175,
444,Javorius Allen\AlleJa01,BAL,RB,25,8,0,0,0,0,0,0,9,34,3.78,0,4,3,15,5.00,0,0,0,0,,,5,7.9,7.9,6.4,,129,
445,Knile Davis\DaviKn00,2TM,RB,25,11,0,0,0,0,0,0,18,28,1.56,0,7,5,25,5.00,0,0,0,0,,,5,10.3,10.3,7.8,,128,
446,Dwayne Harris*\HarrDw00,NYG,WR,29,16,1,0,0,0,0,0,0,0,,0,1,1,13,13.00,1,3,1,1,,,5,6.3,7.3,5.8,,177,
447,Tavarres King\KingTa00,NYG,WR,26,7,0,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,0,0,0,,,5,7.0,7.0,6.0,,178,
448,Ifeanyi Momah\MomaIf00,ARI,TE,27,5,1,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,0,0,0,,,5,7.0,7.0,6.0,,83,
449,Troymaine Pope\PopeTr00,2TM,RB,23,4,0,0,0,0,0,0,12,44,3.67,0,2,1,5,5.00,0,0,0,0,,,5,5.9,5.9,5.4,,130,
450,Tony Romo\RomoTo00,DAL,QB,36,1,0,3,4,29,1,0,0,0,,0,0,0,0,,0,0,0,0,,,5,5.2,5.2,5.2,,59,
451,Brandon Wilds\WildBr01,NYJ,RB,23,4,0,0,0,0,0,0,10,27,2.70,0,2,2,20,10.00,0,0,0,0,,,5,6.7,6.7,5.7,,131,
452,Nick Boyle\BoylNi00,BAL,TE,23,6,0,0,0,0,0,0,0,0,,0,6,6,44,7.33,0,0,0,0,,,4,10.4,10.4,7.4,,84,
453,Ben Braunecker\BrauBe00,CHI,TE,22,13,2,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,0,0,0,,,4,8.1,8.1,6.1,,85,
454,Quan Bray\BrayQu00,IND,WR,23,6,0,0,0,0,0,0,1,7,7.00,0,4,3,36,12.00,0,0,0,0,,,4,7.3,7.3,5.8,,179,
455,Mike James\JameMi00,TAM,RB,25,4,0,0,0,0,0,0,4,19,4.75,0,4,4,22,5.50,0,0,0,0,,,4,8.1,8.1,6.1,,133,
456,Taiwan Jones\JoneTa00,OAK,RB,28,13,0,0,0,0,0,0,1,-8,-8.00,0,4,4,43,10.75,0,0,0,0,,,4,7.5,7.5,5.5,,134,
457,Daniel Lasco\LascDa00,NOR,RB,24,7,0,0,0,0,0,0,11,32,2.91,0,4,2,11,5.50,0,0,0,0,,,4,6.3,6.3,5.3,,132,
458,Bradley Marquez\MarqBr00,LAR,WR,24,14,0,0,0,0,0,0,1,2,2.00,0,7,3,37,12.33,0,0,0,0,,,4,6.9,6.9,5.4,,180,
459,Dexter McCluster\McClDe00,SDG,WR,27,6,0,0,0,0,0,0,3,2,0.67,0,11,7,36,5.14,0,0,0,0,,,4,10.8,10.8,7.3,,181,
460,Justin Perillo\PeriJu00,GNB,TE,25,9,1,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,0,,,4,7.5,7.5,5.5,,87,
461,Brandon Williams\WillBr04,SEA,TE,29,16,1,0,0,0,0,0,0,0,,0,3,2,36,18.00,0,0,0,0,,,4,5.6,5.6,4.6,,86,
462,Derek Carrier\CarrDe00,WAS,TE,26,8,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,0,0,,,3,3.0,3.0,2.0,,89,
463,D.J. Foster\FostD.01,NWE,RB,23,3,0,0,0,0,0,0,7,24,3.43,0,2,1,2,2.00,0,0,0,0,,,3,3.6,3.6,3.1,,139,
464,Don Jackson\JackDo01,GNB,RB,23,3,1,0,0,0,0,0,10,32,3.20,0,1,0,0,,0,0,0,0,,,3,3.2,3.2,3.2,,135,
465,Malcolm Johnson\JohnMa06,CLE,RB,24,7,1,0,0,0,0,0,1,2,2.00,0,7,5,44,8.80,0,1,1,0,,,3,7.6,8.6,5.1,,138,
466,Sean McGrath\McGrSe00,SDG,TE,29,16,5,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,0,0,0,,,3,4.5,4.5,3.5,,92,
467,Niles Paul\PaulNi00,WAS,TE,27,8,1,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,0,0,,,3,4.7,4.7,3.7,,91,
468,Isaiah Pead\PeadIs00,MIA,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.00,0,0,0,0,,,3,3.8,3.8,3.3,,136,
469,Keith Smith\SmitKe03,DAL,RB,24,16,1,0,0,0,0,0,2,5,2.50,0,4,3,20,6.67,0,0,0,0,,,3,5.5,5.5,4.0,,140,
470,Lee Smith\SmitLe00,OAK,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,0,0,0,,,3,8.9,8.9,5.9,,90,
471,Nick Vannett\VannNi00,SEA,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,3,6.2,6.2,4.7,,88,
